state_name,enhanced_fmap_pct,year,fmap_pct,fmap_multiplier
south dakota,0.6571,2026,0.5101,1.04
tennessee,0.7491,2026,0.6416,1.79
texas,0.7188,2026,0.5983,1.49
u.s. virgin islands,0.85,2026,0.83,4.88
utah,0.7372,2026,0.6246,1.66
vermont,0.7131,2026,0.5901,1.44
virginia,0.6527,2026,0.5039,1.02
washington,0.65,2026,0.5,1.0
west virginia,0.8195,2026,0.7422,2.88
wisconsin,0.7248,2026,0.6068,1.54
wyoming,0.65,2026,0.5,1.0
